Progress,Duration (in seconds),Finished,QID2,QID3,QID4,QID5_1,QID5_2,QID5_3,QID5_4,QID5_5,QID5_6,QID5_7,QID5_8,1_,1_.1,1_QID14_1,1_QID22_1,1_QID22_2,1_QID22_3,1_QID22_4,1_QID22_5,1_QID22_6,1_QID22_7,1_QID22_8,1_QID22_9,1_QID25_1,1_QID25_2,1_QID25_3,1_QID25_4,1_QID25_5,1_QID25_6,1__1,1__2,1__3,1__4,1_.2,1_.3,1_.4,2_,2_.1,2_QID14_1,2_QID22_1,2_QID22_2,2_QID22_3,2_QID22_4,2_QID22_5,2_QID22_6,2_QID22_7,2_QID22_8,2_QID22_9,2_QID25_1,2_QID25_2,2_QID25_3,2_QID25_4,2_QID25_5,2_QID25_6,2__1,2__2,2__3,2__4,2_.2,2_.3,2_.4,3_,3_.1,3_QID14_1,3_QID22_1,3_QID22_2,3_QID22_3,3_QID22_4,3_QID22_5,3_QID22_6,3_QID22_7,3_QID22_8,3_QID22_9,3_QID25_1,3_QID25_2,3_QID25_3,3_QID25_4,3_QID25_5,3_QID25_6,3__1,3__2,3__3,3__4,3_.2,3_.3,3_.4,4_,4_.1,4_QID14_1,4_QID22_1,4_QID22_2,4_QID22_3,4_QID22_4,4_QID22_5,4_QID22_6,4_QID22_7,4_QID22_8,4_QID22_9,4_QID25_1,4_QID25_2,4_QID25_3,4_QID25_4,4_QID25_5,4_QID25_6,4__1,4__2,4__3,4__4,4_.2,4_.3,4_.4,5_,5_.1,5_QID14_1,5_QID22_1,5_QID22_2,5_QID22_3,5_QID22_4,5_QID22_5,5_QID22_6,5_QID22_7,5_QID22_8,5_QID22_9,5_QID25_1,5_QID25_2,5_QID25_3,5_QID25_4,5_QID25_5,5_QID25_6,5__1,5__2,5__3,5__4,5_.2,5_.3,5_.4,6_,6_.1,6_QID14_1,6_QID22_1,6_QID22_2,6_QID22_3,6_QID22_4,6_QID22_5,6_QID22_6,6_QID22_7,6_QID22_8,6_QID22_9,6_QID25_1,6_QID25_2,6_QID25_3,6_QID25_4,6_QID25_5,6_QID25_6,6__1,6__2,6__3,6__4,6_.2,6_.3,6_.4,7_,7_.1,7_QID14_1,7_QID22_1,7_QID22_2,7_QID22_3,7_QID22_4,7_QID22_5,7_QID22_6,7_QID22_7,7_QID22_8,7_QID22_9,7_QID25_1,7_QID25_2,7_QID25_3,7_QID25_4,7_QID25_5,7_QID25_6,7__1,7__2,7__3,7__4,7_.2,7_.3,7_.4,8_,8_.1,8_QID14_1,8_QID22_1,8_QID22_2,8_QID22_3,8_QID22_4,8_QID22_5,8_QID22_6,8_QID22_7,8_QID22_8,8_QID22_9,8_QID25_1,8_QID25_2,8_QID25_3,8_QID25_4,8_QID25_5,8_QID25_6,8__1,8__2,8__3,8__4,8_.2,8_.3,8_.4,QID15,QID16,QID17
100,318,True,Developer / Software Engineer,USA,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Somewhat satisfied,5,4,3,5,4,4,1,1,2,4,4,3,3,2,2,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6–12 months,Somewhat satisfied,4,4,3,3,4,4,2,1,2,4,3,5,4,2,2,,,Paid team/enterprise,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gemini is better for instructions, less verbose and more to the point",Hallucinations,Better agent creation and control
100,329,True,Developer / Software Engineer,US,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Neither satisfied nor dissatisfied,4,2,1,3,2,2,4,1,1,3,3,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat dissatisfied,1,1,5,4,2,3,4,1,1,5,1,5,2,2,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quick and accurate Response ,"Random Guessing, if you dont know something just say that","premium guest model, no credentials for guest profile "
100,232,True,Other (please specify),Pakistan,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,,Yes,12–18 months,Extremely satisfied,4,4,5,5,4,4,3,2,1,5,5,4,4,5,4,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat satisfied,2,3,3,4,3,4,3,4,4,5,3,4,4,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat satisfied,4,4,3,4,3,3,4,3,4,4,4,3,4,3,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands the prompts better than others,Hallucinations ,Creating videos
100,254,True,Other (please specify),Pakistan,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,6–12 months,Extremely satisfied,3,5,2,5,5,5,4,1,4,4,5,4,4,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat satisfied,4,5,5,4,4,4,5,1,4,5,3,3,3,5,5,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It gives references and remembers my history.  ,Creating images ,Following instructions while creating something new
100,646,True,Other (please specify),Pakistan,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,Other (please specify),Yes,More than 18 months,Somewhat satisfied,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Neither satisfied nor dissatisfied,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Somewhat satisfied,4,5,3,3,4,4,5,3,5,3,4,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Somewhat satisfied,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,Free,,,,,No,,They should know what is the sensible answer rather than agreeing with everything I say. I would want it to be authentic and properly trained so that I can actually trust my findings. ,When the limit exceeds and I can’t use it till next 24hours.,I would want it to be more organised rather than keeping all the history in chats I wish there was a feature where all the same information was grouped under one to be more organised and AI would make a tittle to this page with all the important information hierarchy so I know what this chat is about and I can recall. 
100,672,True,Consultant / Business Professional,Pakistan,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,,Yes,6–12 months,Extremely satisfied,4,4,4,5,5,5,5,3,3,3,3,5,5,5,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Neither satisfied nor dissatisfied,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat satisfied,3,5,4,5,5,5,5,3,3,4,5,5,5,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"All are similar, its just that Chatgpt has become a buzz word since its inception and hence is always top of mind",No issue while using it so far,"I wish it had more accuracy
Also sometimes it gives really basic answers"
100,484,True,Student,Germany,Weekly,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,,DeepSeek,,,No,3–6 months,Neither satisfied nor dissatisfied,2,1,5,3,4,1,4,1,1,2,4,2,4,4,3,,Paid individual,,,Switch model,No,,Yes,6–12 months,Neither satisfied nor dissatisfied,3,2,5,2,5,2,2,1,1,3,4,5,1,1,3,,Paid individual,,,Keep plan,No,,No,3–6 months,Somewhat dissatisfied,2,1,2,2,4,2,1,1,1,2,1,2,1,2,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Neither satisfied nor dissatisfied,5,4,1,1,4,2,2,1,1,2,1,4,4,2,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Writing tasks and specially fetching information already available on the web but is otherwise difficult to find ,They are incorrect ,Be correct when telling things like facts and no hallucinations
100,544,True,Student,Italy,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),Meta (Llama),xAI (Grok),DeepSeek,,,Yes,More than 18 months,Somewhat satisfied,3,1,2,4,4,2,2,1,1,2,3,4,3,4,3,,Paid individual,,,Switch model,No,,Yes,12–18 months,Extremely satisfied,4,3,3,4,4,4,4,1,1,3,3,4,4,4,3,,Paid individual,,,Switch model,Yes,OpenAI (ChatGPT/GPT-5),No,Less than 1 month,Neither satisfied nor dissatisfied,3,1,4,1,1,1,5,3,1,5,1,1,3,1,4,Free,,,,,No,,No,12–18 months,Neither satisfied nor dissatisfied,1,1,1,5,2,1,1,1,1,1,1,1,1,1,4,Free,,,,,No,,No,1–3 months,Neither satisfied nor dissatisfied,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,Free,,,,,No,,No,3–6 months,Neither satisfied nor dissatisfied,1,1,1,1,1,1,5,1,1,1,1,3,4,1,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technically sound,Hallucinations ,No hallucinations 
100,171,True,Data Analyst / Data Scientist,Usa,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,6–12 months,Somewhat satisfied,2,4,5,4,3,4,4,1,3,3,4,5,4,3,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Neither satisfied nor dissatisfied,2,3,4,3,4,4,3,1,4,1,3,3,3,3,3,,,Paid team/enterprise,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChatGPT has better speed and responses,Explaining problems in depth and typos ,More picture analysis
100,458,True,Developer / Software Engineer,Australia ,Daily or almost daily,,Anthropic (Claude),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6–12 months,Extremely satisfied,4,5,2,5,5,5,5,2,5,4,4,5,5,5,4,,Paid individual,,,Downgrade,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It does not hallucinate ,It forgets midway what its solving if the conversation is longer ,More memory required in context
100,105,True,Researcher / Academic,US,Daily or almost daily,OpenAI (ChatGPT),,,,,,,,Yes,More than 18 months,Somewhat satisfied,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,video,slow speed,video
100,241,True,Consultant / Business Professional,Pakistan ,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Extremely satisfied,5,4,3,4,4,5,4,1,1,3,4,4,3,4,5,Free,,,,,Yes,Google (Gemini),,,,,,,,,,,,,,,,,,,,,,,,,,No,More than 18 months,Somewhat satisfied,2,3,5,1,2,3,3,1,1,5,3,4,4,4,4,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helps with summarising, research, planning. Ui is better too ",The limits ,
100,636,True,Developer / Software Engineer,Pakistan,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,xAI (Grok),DeepSeek,,,Yes,12–18 months,Neither satisfied nor dissatisfied,4,3,3,5,4,4,4,2,2,3,3,4,4,4,4,,Paid individual,,,Keep plan,No,,No,Less than 1 month,Somewhat dissatisfied,2,4,4,4,3,3,4,4,4,2,3,4,4,4,4,Free,,,,,No,,No,6–12 months,Neither satisfied nor dissatisfied,5,3,4,4,5,3,4,4,4,4,4,4,4,4,4,,,Paid team/enterprise,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Neither satisfied nor dissatisfied,5,4,1,1,1,5,3,4,4,1,4,4,3,3,3,Free,,,,,No,,No,Less than 1 month,Neither satisfied nor dissatisfied,4,4,4,2,3,3,3,3,3,3,3,3,3,3,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPT gives me more personalized  responses irrespective of prompt.,"irrelevant response
irrational thinking",Auto pick my context as if I am coming  from an enterprise account it should be aware of how things work at my organisation; what type of response do i need;
100,721,True,Other (please specify),Pakistan ,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,,Yes,More than 18 months,Somewhat satisfied,1,4,3,3,3,4,3,1,2,3,4,4,3,2,5,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Neither satisfied nor dissatisfied,2,1,0,2,2,2,3,1,1,1,1,1,3,4,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Somewhat satisfied,1,4,1,1,3,1,3,1,2,1,4,4,5,2,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai,Deatiled prompting for desired results,Image and infographic creation
100,623,True,Data Analyst / Data Scientist,Pakistan ,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,,Yes,More than 18 months,Somewhat satisfied,4,3,4,4,4,4,4,1,4,1,4,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Somewhat satisfied,4,4,2,3,4,4,4,1,1,3,4,4,4,4,4,,,Paid team/enterprise,,Switch model,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Extremely dissatisfied,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,listens to you ,some time become dumb,do everything for me
100,462,True,Data Analyst / Data Scientist,Pakistan ,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Extremely satisfied,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6–12 months,Extremely satisfied,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,,,Paid team/enterprise,,Keep plan,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One thing that I, as GPT-5, do especially well is understanding and adapting to the tone and context of a conversation. ",Support,Video editing 
100,7710,True,Other (please specify),Canada,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,,DeepSeek,,,No,More than 18 months,Somewhat dissatisfied,5,3,3,5,4,3,3,1,1,3,3,4,4,4,2,,Paid individual,,,Keep plan,No,,Yes,6–12 months,Somewhat satisfied,4,4,3,4,4,4,4,1,1,3,4,4,3,4,3,,Paid individual,,,Keep plan,No,,No,6–12 months,Extremely dissatisfied,2,2,4,3,4,2,2,2,1,2,3,1,3,3,2,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Neither satisfied nor dissatisfied,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'- Writing,'- Formulaic writing even after instructed not to ,'- Non-formulaic writing and understanding intent (+ retention of that intent)
100,386,True,Data Analyst / Data Scientist,Pakistan ,Daily or almost daily,OpenAI (ChatGPT),,,,,,,,Yes,More than 18 months,Somewhat satisfied,5,5,2,5,2,4,4,1,1,4,5,5,5,5,5,,,Paid team/enterprise,,Keep plan,Yes,Anthropic (Claude),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The chat model should feel like an extension of myself. That is the outputs be easily understood. And replicable by me. Some of the agents like to overhaul everything unless strictly prompted.,"AI losing context. Or having incorrect data in the context. Chat models should allow for easy removal of info of context.

E.g if i have a back and forth with the model where it takes us some time to get to the right result. It adds all this information to the context. This should be configurable in the chat model. ",Every chat model should have a context file similar to claude.MD 
100,576,True,Student,Pakistan,Rarely (a few times),OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,6–12 months,Neither satisfied nor dissatisfied,3,3,4,4,3,3,3,2,2,2,3,3,3,4,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Neither satisfied nor dissatisfied,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Content creation (images),Nothing,Review large number of documents/research papers to write the answers.
100,176,True,Consultant / Business Professional,UAE,Rarely (a few times),OpenAI (ChatGPT),,Google (Gemini),,,,,,No,1–3 months,Extremely dissatisfied,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Extremely dissatisfied,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generative AI is a plague and anyone who relies on it lacks a brain of their own,Generative AI is a plague and anyone who relies on it lacks a brain of their own,The ability to terminate itself
100,176,True,Consultant / Business Professional,Toronto,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),Meta (Llama),,,,,Yes,12–18 months,Extremely satisfied,5,5,5,5,5,5,5,1,1,1,5,5,3,2,5,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat satisfied,1,5,5,5,5,5,5,1,1,1,5,5,5,2,5,Free,,,,,No,,No,Less than 1 month,Somewhat satisfied,1,5,3,5,5,5,5,1,1,1,5,5,5,5,0,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copilot has a fast response time and an internal company license so I can leverage it for internal data analysis as well ,Slow response ,Data analysis or no limitation on chart development + help build out better PPT decks 
100,221,True,Consultant / Business Professional,Canada,Monthly,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,12–18 months,Neither satisfied nor dissatisfied,2,3,4,4,4,4,4,1,3,4,4,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Extremely satisfied,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I changed cause it’s free,The price,Not really
100,341,True,Other (please specify),USA,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,xAI (Grok),,,Other (please specify),Yes,More than 18 months,Somewhat dissatisfied,5,4,1,2,3,4,4,1,1,3,3,4,3,5,4,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Neither satisfied nor dissatisfied,1,3,3,2,3,3,3,1,2,3,3,2,3,2,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Neither satisfied nor dissatisfied,1,3,3,3,3,4,3,1,4,3,3,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Neither satisfied nor dissatisfied,1,3,2,3,3,4,5,1,3,3,3,3,4,4,4,Free,,,,,No,,Nothing really,Limited file uploads in free versions,Better image creation 
100,477,True,Other (please specify),United States of America,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Extremely satisfied,5,4,4,4,5,4,4,1,4,4,5,4,4,4,3,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat satisfied,4,4,1,2,4,2,3,4,4,3,3,3,3,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'- keeps fair memory of my previous chats so i do not need to provide context repeatedly.,Their search does not well if i want to search my previous chats to find information i had already talked about to genAI,"Sometimes, the information output is wrong. I need to challenge the genAI that because of this you might be wrong. Then AI does produce the correct answer. "
100,399,True,Developer / Software Engineer,US,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,No,12–18 months,Somewhat satisfied,3,4,5,5,4,4,4,1,1,4,3,4,5,5,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,12–18 months,Somewhat satisfied,3,4,3,5,5,5,3,1,1,4,4,3,3,5,4,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrates with my Google phone really well. Main reason why I use it often for daily tasks.,,Accuracy of anawer
100,528,True,Developer / Software Engineer,USA,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,xAI (Grok),DeepSeek,,Other (please specify),No,More than 18 months,Somewhat dissatisfied,1,2,3,5,4,3,5,1,1,2,2,4,3,1,1,Free,,,,,No,,Yes,12–18 months,Somewhat satisfied,1,4,2,3,5,4,4,1,3,3,3,4,4,1,1,Free,,,,,No,,No,6–12 months,Neither satisfied nor dissatisfied,1,3,5,5,5,3,4,1,3,5,1,2,2,1,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Neither satisfied nor dissatisfied,1,3,3,3,3,3,4,1,5,3,5,3,3,1,1,Free,,,,,No,,No,12–18 months,Neither satisfied nor dissatisfied,5,3,1,2,5,5,4,1,1,5,3,5,4,1,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Somewhat satisfied,1,5,1,5,5,5,2,1,3,3,3,5,5,1,1,Free,,,,,No,,"Claude is best at being neutral and giving alternate viewpoints and pushing back on you, rather than agreeing with everything blindly. ",When they make a false/incorrect claim with certainty and you have to then correct or ask them to check again. That just makes you question whether all the other information was correct or not. ,"Less fluff and conversational, get straight to the point. "
100,134,True,Data Analyst / Data Scientist,United States ,Daily or almost daily,OpenAI (ChatGPT),,,,,,,,Yes,6–12 months,Extremely satisfied,3,5,1,5,5,5,5,5,5,5,4,5,5,5,5,,,Paid team/enterprise,,Stop using,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accuracy ,Microsoft Pilot,Able to automate processes
100,214,True,Researcher / Academic,US,Weekly,OpenAI (ChatGPT),,,,,,,Other (please specify),No,3–6 months,Somewhat satisfied,4,3,1,5,5,5,3,1,1,1,5,4,2,3,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Neither satisfied nor dissatisfied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Unsure,,No,,Formats output for easy readability ,"In correct information, hallucinations ",Citations of work 
100,227,True,Researcher / Academic,Us,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Somewhat satisfied,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat dissatisfied,2,2,2,1,2,1,1,5,3,2,2,2,2,2,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,133,True,Researcher / Academic,US,Weekly,OpenAI (ChatGPT),,,,,,,,Yes,6–12 months,Somewhat satisfied,4,3,1,4,4,4,4,1,2,3,3,3,3,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
